update_time,project_time,query_time,drop_time
0.31995715806260705,0.12778533389791846,1.6267375904135406,0.04927623178809881
0.041432895697653294,0.01552414195612073,0.23924736911430955,0.013514379970729351
0.028759365901350975,0.017715103924274445,0.22721812594681978,0.012542974203824997
0.031155915930867195,0.011387648060917854,0.2518073869869113,0.013080479577183723
0.028621920384466648,0.012452542316168547,0.17815290903672576,0.013627212028950453
0.029226877260953188,0.015639900229871273,0.17831156076863408,0.012127798050642014
0.028586636297404766,0.010962476022541523,0.17955868830904365,0.01225351681932807
0.030741890892386436,0.01081017917022109,0.20384684624150395,0.010984252206981182
0.02591833984479308,0.009887528605759144,0.17267100512981415,0.010683231987059116
0.025671876966953278,0.010802092961966991,0.17840239219367504,0.011914449743926525
0.03211580589413643,0.010756138246506453,0.1758264028467238,0.011818618979305029
0.03524118196219206,0.010848739184439182,0.19391323998570442,0.009659667033702135
0.02555158780887723,0.008955065160989761,0.1715722093358636,0.009674020111560822
0.02510385913774371,0.017399051692336798,0.1725476048886776,0.010669197887182236
0.02760337432846427,0.010034609120339155,0.17331316508352757,0.010627313051372766
0.026619196869432926,0.009685390628874302,0.2055690842680633,0.009313382674008608
0.02534272987395525,0.008192379027605057,0.16741801612079144,0.009155652020126581
0.0249099456705153,0.009625652339309454,0.17208346305415034,0.010023633018136024
0.02990659372881055,0.009515815880149603,0.17368050711229444,0.009955118875950575
0.027987835928797722,0.019239097367972136,0.1714271646924317,0.009776782244443893
0.026816895231604576,0.009345115162432194,0.17256813077256083,0.009878078009933233
0.0268195946700871,0.009010655339807272,0.1673917230218649,0.012331800069659948
0.028192303143441677,0.00938493525609374,0.17265019193291664,0.00976785970851779
0.029235344845801592,0.008614583406597376,0.16991919185966253,0.010001149959862232
0.026537030935287476,0.008744267281144857,0.170508598908782,0.00954268779605627
0.027235875371843576,0.008530030958354473,0.16412993986159563,0.009547794237732887
0.02738469559699297,0.008563858922570944,0.17052738880738616,0.009448460303246975
0.025840500369668007,0.009144821669906378,0.16975522320717573,0.00983909284695983
0.02828559372574091,0.008506629150360823,0.16822666209191084,0.008985742926597595
0.026127707213163376,0.013304019812494516,0.16417214833199978,0.009600911289453506
0.027397400233894587,0.008619319647550583,0.16339167207479477,0.009514057077467442
0.02572762779891491,0.010023989249020815,0.15778128430247307,0.009590019006282091
0.02634285017848015,0.008264422882348299,0.16009830310940742,0.009479248896241188
0.02625842485576868,0.008079023100435734,0.17205637600272894,0.009530738927423954
0.02653159713372588,0.007886902894824743,0.16823143372312188,0.008976622018963099
0.030789244920015335,0.007938192691653967,0.1687157629057765,0.009332590736448765
0.027311249170452356,0.008445513900369406,0.1705368901602924,0.009216871112585068
0.02624277723953128,0.008362327702343464,0.16353181889280677,0.013450269121676683
0.027521015610545874,0.007940799929201603,0.16643804498016834,0.009055089205503464
0.0253433920443058,0.007669574115425348,0.17768008820712566,0.00896813115105033
0.02649434795603156,0.007857322692871094,0.17231945227831602,0.008862489834427834
0.025872759986668825,0.00839999783784151,0.15941988164559007,0.009116057772189379
0.026848508045077324,0.007417728193104267,0.16198168322443962,0.008708319161087275
0.028035253286361694,0.007593978196382523,0.16751713585108519,0.008557851891964674
0.026368318125605583,0.007708815857768059,0.1609471309930086,0.00884707784280181
0.026691867038607597,0.007665690965950489,0.16020698193460703,0.008637287188321352
0.02671140804886818,0.007676009088754654,0.16150458110496402,0.008533603977411985
0.026304504834115505,0.00821221200749278,0.16957447724416852,0.008671884890645742
0.02734184404835105,0.007298037875443697,0.16496105026453733,0.008762296754866838
0.02531629102304578,0.006975891999900341,0.16880076797679067,0.00843328470364213
0.026019312907010317,0.007306195795536041,0.16523763397708535,0.008637941908091307
0.025536584202200174,0.007209282834082842,0.16251016966998577,0.008386315777897835
0.02586245769634843,0.0070790178142488,0.16273632319644094,0.00855990732088685
0.026920561213046312,0.007095689885318279,0.15833473717793822,0.008537400048226118
0.02588586090132594,0.0070522502064704895,0.16559413401409984,0.00915590301156044
0.02500401111319661,0.007069092243909836,0.1621792009100318,0.009012189228087664
0.025927329901605844,0.007719848304986954,0.158449016045779,0.008421969134360552
0.02483783382922411,0.007403702940791845,0.1629324839450419,0.008745193015784025
0.02735230978578329,0.00761051569133997,0.167391543276608,0.008523026946932077
0.025662747211754322,0.007454360835254192,0.16656799474731088,0.009110776241868734
0.027123285923153162,0.008746408857405186,0.16526601323857903,0.008625988848507404
0.026238879188895226,0.006997240241616964,0.16160161700099707,0.008879950270056725
0.025364150758832693,0.007681511342525482,0.16272488702088594,0.00905782263725996
0.02738486183807254,0.0077473497949540615,0.17172823986038566,0.008332563564181328
0.02644658787176013,0.007063058204948902,0.15783901931717992,0.008062437176704407
0.024933335836976767,0.006879736203700304,0.15949887270107865,0.00812761764973402
0.025663276202976704,0.006905620917677879,0.16988909197971225,0.008116849232465029
0.02600213000550866,0.006964842323213816,0.1546580302529037,0.008368807844817638
0.02580114360898733,0.007369601167738438,0.17309723934158683,0.008191746193915606
0.025040251202881336,0.00693169329315424,0.1658486290834844,0.00819114176556468
0.025553501211106777,0.006933750119060278,0.1609016079455614,0.008304933086037636
0.025801599957048893,0.010890515986829996,0.1632887157611549,0.008041387889534235
0.026284408755600452,0.00709351385012269,0.16332398541271687,0.008059707004576921
0.025142895057797432,0.006879622116684914,0.1540314662270248,0.008686127606779337
0.02444921899586916,0.0069015659391880035,0.16328422399237752,0.007984295021742582
0.025716078002005816,0.007045530714094639,0.16514430614188313,0.008359367959201336
0.025640396866947412,0.006929642055183649,0.16467276122421026,0.007852889131754637
0.02548651909455657,0.006645383778959513,0.1556721101514995,0.008711772039532661
0.025072809774428606,0.006941130850464106,0.16029974911361933,0.008137180004268885
0.025794896762818098,0.0067734019830822945,0.1644710712134838,0.007890742272138596
0.02562629384920001,0.006768383085727692,0.16129607427865267,0.007924734149128199
0.025733893737196922,0.006911180913448334,0.16521239606663585,0.00829272624105215
0.025358705781400204,0.007142208982259035,0.1550120199099183,0.008145980071276426
0.02592370705679059,0.006773253902792931,0.15579255437478423,0.01198165724053979
0.02403336437419057,0.008235287852585316,0.16502085607498884,0.008701113983988762
0.024255925323814154,0.00694716302677989,0.15619148686528206,0.008772249799221754
