update_time,project_time,query_time,drop_time
0.3625117149204016,0.12659379513934255,1.961171068251133,0.048257815185934305
0.11319399904459715,0.016558926086872816,0.5197927239350975,0.013650261797010899
0.09305629692971706,0.01406183186918497,0.47370885498821735,0.014373717829585075
0.09666775725781918,0.012945457827299833,0.4230727292597294,0.025016818195581436
0.09299632301554084,0.01993313478305936,0.4806078630499542,0.014451342169195414
0.09460541605949402,0.01411515474319458,0.4325655959546566,0.014150467235594988
0.09288372285664082,0.013616385869681835,0.42428102903068066,0.01475594937801361
0.09607953997328877,0.011929254978895187,0.5116878328844905,0.012464087922126055
0.09196320688351989,0.011854746844619513,0.4221648848615587,0.012599987909197807
0.09392962185665965,0.011590626090765,0.44940970512107015,0.012365549802780151
0.09490284090861678,0.011898180935531855,0.44988774694502354,0.012736751697957516
0.09068464487791061,0.017733258195221424,0.4375763493590057,0.012010558973997831
0.09193482995033264,0.011520800180733204,0.44593728613108397,0.011996048968285322
0.0926653346978128,0.011629025917500257,0.4360874411650002,0.011442831717431545
0.08958870079368353,0.010753614827990532,0.44919486716389656,0.010932537261396646
0.09355886001139879,0.010614585131406784,0.4407168310135603,0.011691929772496223
0.09479864779859781,0.010788503102958202,0.45298486575484276,0.011156398802995682
0.09004429681226611,0.0118163269944489,0.4538130289874971,0.011303814128041267
0.09672454884275794,0.010537550318986177,0.44409807678312063,0.010842033196240664
0.08925107587128878,0.010484740138053894,0.42896365374326706,0.011510401032865047
0.09298869734629989,0.011181327048689127,0.4509604787454009,0.01539201382547617
0.09174571000039577,0.014469685032963753,0.4610692420974374,0.011723808012902737
0.09363799821585417,0.01057687308639288,0.4525432288646698,0.015211024321615696
0.09281704807654023,0.014387206174433231,0.4349626307375729,0.011647218372672796
0.09326681680977345,0.01087097218260169,0.47363682510331273,0.011106589809060097
0.09465371584519744,0.010496902279555798,0.4519227873533964,0.011142538860440254
0.09065278805792332,0.010127473156899214,0.46279660519212484,0.011143144220113754
0.09028227208182216,0.0104402219876647,0.4418387869372964,0.011910818982869387
0.09180455096065998,0.010271155275404453,0.41791345505043864,0.010921519249677658
0.0897826999425888,0.01002484792843461,0.4213633048348129,0.011179143097251654
0.09804704459384084,0.00998283177614212,0.422936060000211,0.010865482036024332
0.09461658913642168,0.015630672685801983,0.43495331704616547,0.012204631231725216
0.09808086883276701,0.010206401813775301,0.41709376173093915,0.010860352776944637
0.09479349292814732,0.009952730033546686,0.4166712360456586,0.010988955851644278
0.09006489906460047,0.010212752968072891,0.4286922621540725,0.010386726818978786
0.09064152697101235,0.009753995575010777,0.4085698686540127,0.010521487332880497
0.09463830897584558,0.010042909067124128,0.4140559630468488,0.01033980818465352
0.09317821636795998,0.009508937131613493,0.41473811492323875,0.010516694281250238
0.09367782063782215,0.01015697093680501,0.4059948967769742,0.01031221216544509
0.09812996303662658,0.014743529725819826,0.4133878010325134,0.017303431406617165
