change_v1,change_v2,change_w0,change_w1,query_v1,query_v2,query_time,neo4j_update_time,neo4j_project_time,neo4j_query_time,neo4j_drop_time
94586,135527,74,338.639,119240,321544,3e-05,0.319957158062607,0.1277853338979184,1.6267375904135406,0.0492762317880988
418,94374,28,11.339,96679,52827,2.6e-05,0.0414328956976532,0.0155241419561207,0.2392473691143095,0.0135143799707293
4589,39257,3,24.593,167279,317396,0.000121,0.0287593659013509,0.0177151039242744,0.2272181259468197,0.0125429742038249
15671,53227,40,18.354,300118,298938,1e-05,0.0311559159308671,0.0113876480609178,0.2518073869869113,0.0130804795771837
56393,64346,91,841.921,105447,172966,5.2e-05,0.0286219203844666,0.0124525423161685,0.1781529090367257,0.0136272120289504
62943,96696,6,2.839,128177,284715,0.000112,0.0292268772609531,0.0156399002298712,0.178311560768634,0.012127798050642
47507,205399,88,691.345,292376,202247,4.1e-05,0.0285866362974047,0.0109624760225415,0.1795586883090436,0.012253516819328
11666,77200,82,19.681,261249,298447,2e-05,0.0307418908923864,0.010810179170221,0.2038468462415039,0.0109842522069811
21691,44152,36,247.921,98298,141864,7e-06,0.025918339844793,0.0098875286057591,0.1726710051298141,0.0106832319870591
852,11109,92,37.223,142598,246308,4.4e-05,0.0256718769669532,0.0108020929619669,0.178402392193675,0.0119144497439265
15290,76674,4,31.454,94682,108706,3.4e-05,0.0321158058941364,0.0107561382465064,0.1758264028467238,0.011818618979305
49057,210016,58,20.53,286136,124637,3.2e-05,0.035241181962192,0.0108487391844391,0.1939132399857044,0.0096596670337021
22743,109255,49,253.537,271550,230776,3.1e-05,0.0255515878088772,0.0089550651609897,0.1715722093358636,0.0096740201115608
89,449,20,7.486,210290,149477,0.000109,0.0251038591377437,0.0173990516923367,0.1725476048886776,0.0106691978871822
46124,77747,14,110.547,264018,236879,2.9e-05,0.0276033743284642,0.0100346091203391,0.1733131650835275,0.0106273130513727
15024,17802,79,21.382,43534,305739,2.2e-05,0.0266191968694329,0.0096853906288743,0.2055690842680633,0.0093133826740086
1175,85571,90,767.019,338498,152163,2e-05,0.0253427298739552,0.008192379027605,0.1674180161207914,0.0091556520201265
18374,108046,55,23.366,326879,182419,0.000107,0.0249099456705153,0.0096256523393094,0.1720834630541503,0.010023633018136
15073,96783,97,392.968,234817,68505,4.9e-05,0.0299065937288105,0.0095158158801496,0.1736805071122944,0.0099551188759505
43233,66390,36,6.439,126566,95932,1.5e-05,0.0279878359287977,0.0192390973679721,0.1714271646924317,0.0097767822444438
16057,82728,73,639.886,21275,3744,1.6e-05,0.0268168952316045,0.0093451151624321,0.1725681307725608,0.0098780780099332
27069,42324,9,4.306,235625,41213,0.000106,0.0268195946700871,0.0090106553398072,0.1673917230218649,0.0123318000696599
79011,132793,12,87.807,63177,238838,8.2e-05,0.0281923031434416,0.0093849352560937,0.1726501919329166,0.0097678597085177
70663,199323,100,23.305,279180,82736,6.3e-05,0.0292353448458015,0.0086145834065973,0.1699191918596625,0.0100011499598622
70663,93674,18,83.148,83778,270423,2.1e-05,0.0265370309352874,0.0087442672811448,0.170508598908782,0.0095426877960562
3656,23752,66,11.254,37218,48461,2.7e-05,0.0272358753718435,0.0085300309583544,0.1641299398615956,0.0095477942377328
57709,71068,79,605.364,330645,266310,5.6e-05,0.0273846955969929,0.0085638589225709,0.1705273888073861,0.0094484603032469
2977,47146,39,13.8,53323,291067,1.5e-05,0.025840500369668,0.0091448216699063,0.1697552232071757,0.0098390928469598
8598,43584,18,96.186,182439,188241,3.1e-05,0.0282855937257409,0.0085066291503608,0.1682266620919108,0.0089857429265975
93828,305211,29,12.515,34188,292093,2.9e-05,0.0261277072131633,0.0133040198124945,0.1641721483319997,0.0096009112894535
86172,292063,29,179.254,283823,29846,5.9e-05,0.0273974002338945,0.0086193196475505,0.1633916720747947,0.0095140570774674
11004,21733,43,13.745,271815,243253,4.6e-05,0.0257276277989149,0.0100239892490208,0.157781284302473,0.009590019006282
52497,157454,79,652.575,240290,314214,2.6e-05,0.0263428501784801,0.0082644228823482,0.1600983031094074,0.0094792488962411
3407,18252,93,33.458,310949,168823,2.9e-05,0.0262584248557686,0.0080790231004357,0.1720563760027289,0.0095307389274239
4254,89479,60,203.137,141793,325502,2.4e-05,0.0265315971337258,0.0078869028948247,0.1682314337231218,0.008976622018963
8953,62483,82,31.716,149257,38895,3.6e-05,0.0307892449200153,0.0079381926916539,0.1687157629057765,0.0093325907364487
11956,78086,51,505.402,261678,247836,6e-05,0.0273112491704523,0.0084455139003694,0.1705368901602924,0.009216871112585
1607,92043,19,9.476,72172,337201,4.5e-05,0.0262427772395312,0.0083623277023434,0.1635318188928067,0.0134502691216766
3542,24967,2,10.164,211341,183853,9e-05,0.0275210156105458,0.0079407999292016,0.1664380449801683,0.0090550892055034
5060,39306,17,7.837,288260,126147,3.6e-05,0.0253433920443058,0.0076695741154253,0.1776800882071256,0.0089681311510503
17785,76467,79,784.96,239111,312052,6.8e-05,0.0264943479560315,0.007857322692871,0.172319452278316,0.0088624898344278
70098,90841,9,2.933,271337,334941,7e-05,0.0258727599866688,0.0083999978378415,0.15941988164559,0.0091160577721893
1098,20169,1,8.599,198535,333765,3.4e-05,0.0268485080450773,0.0074177281931042,0.1619816832244396,0.0087083191610872
10210,64414,47,5.348,240995,42704,0.000141,0.0280352532863616,0.0075939781963825,0.1675171358510851,0.0085578518919646
3598,87653,2,15.341,190426,65142,0.000109,0.0263683181256055,0.007708815857768,0.1609471309930086,0.0088470778428018
22580,49837,25,4.591,150831,119772,7.5e-05,0.0266918670386075,0.0076656909659504,0.160206981934607,0.0086372871883213
50199,213244,92,460.158,99841,329595,3.4e-05,0.0267114080488681,0.0076760090887546,0.161504581104964,0.0085336039774119
1246,95938,64,19.078,221791,328236,4.7e-05,0.0263045048341155,0.0082122120074927,0.1695744772441685,0.0086718848906457
8079,74149,65,534.856,248399,18929,4e-05,0.027341844048351,0.0072980378754436,0.1649610502645373,0.0087622967548668
18858,82193,42,14.365,204341,3702,7e-06,0.0253162910230457,0.0069758919999003,0.1688007679767906,0.0084332847036421
29731,85727,75,279.197,78179,317273,6.9e-05,0.0260193129070103,0.007306195795536,0.1652376339770853,0.0086379419080913
2425,71736,48,8.677,8639,198799,4.2e-05,0.0255365842022001,0.0072092828340828,0.1625101696699857,0.0083863157778978
5060,30771,34,225.69,19007,57046,2e-05,0.0258624576963484,0.0070790178142488,0.1627363231964409,0.0085599073208868
51575,76674,58,22.908,100591,280722,6.7e-05,0.0269205612130463,0.0070956898853182,0.1583347371779382,0.0085374000482261
76731,113269,65,537.644,276946,174887,4.4e-05,0.0258858609013259,0.0070522502064704,0.1655941340140998,0.0091559030115604
3886,27069,66,10.937,337037,46185,7.2e-05,0.0250040111131966,0.0070690922439098,0.1621792009100318,0.0090121892280876
10915,73654,81,172.413,262204,80980,4.5e-05,0.0259273299016058,0.0077198483049869,0.158449016045779,0.0084219691343605
30906,69457,1,0.267,249065,70919,0.000106,0.0248378338292241,0.0074037029407918,0.1629324839450419,0.008745193015784
20156,93716,62,312.896,221643,260150,3.4e-05,0.0273523097857832,0.0076105156913399,0.167391543276608,0.008523026946932
31136,77909,19,6.614,45625,208882,3.9e-05,0.0256627472117543,0.0074543608352541,0.1665679947473108,0.0091107762418687
5944,12728,50,233.826,96370,3867,5e-06,0.0271232859231531,0.0087464088574051,0.165266013238579,0.0086259888485074
6848,99756,29,11.117,15568,36880,2.1e-05,0.0262388791888952,0.0069972402416169,0.161601617000997,0.0088799502700567
92258,141318,39,389.761,109971,297326,0.000153,0.0253641507588326,0.0076815113425254,0.1627248870208859,0.0090578226372599
